age,sex,geo,TIME_PERIOD,OBS_VALUE
Y15-64,F,EL,2017,3499128.0
Y15-64,F,EL,2018,3477036.0
Y15-64,F,EL,2019,3454895.0
Y15-64,F,EL,2020,3434066.0
Y15-64,F,EL,2021,3409691.0
Y15-64,F,EL,2022,3329799.0
Y15-64,F,EL,2023,3314909.0
Y15-64,F,ES,1960,10015983.0
Y15-64,F,ES,1962,10201679.0
Y15-64,F,ES,1963,10250166.0
Y15-64,F,ES,1964,10309999.0
Y15-64,F,ES,1965,10383758.0
Y15-64,F,ES,1966,10464165.0
Y15-64,F,ES,1967,10541372.0
Y15-64,F,ES,1968,10629326.0
Y15-64,F,ES,1969,10698589.0
Y15-64,F,ES,1970,10744674.0
Y15-64,F,ES,1971,10845603.0
Y15-64,F,ES,1972,10935213.0
Y15-64,F,ES,1973,11040524.0
Y15-64,F,ES,1974,11145591.0
Y15-64,F,ES,1975,11254039.0
Y15-64,F,ES,1976,11358525.0
Y15-64,F,ES,1977,11466751.0
Y15-64,F,ES,1978,11574820.0
Y15-64,F,ES,1979,11696737.0
Y15-64,F,ES,1980,11829847.0
Y15-64,F,ES,1981,11957951.0
Y15-64,F,ES,1982,12090403.0
Y15-64,F,ES,1983,12218390.0
Y15-64,F,ES,1984,12330152.0
Y15-64,F,ES,1985,12448680.0
Y15-64,F,ES,1986,12544320.0
Y15-64,F,ES,1987,12641791.0
Y15-64,F,ES,1988,12727393.0
Y15-64,F,ES,1989,12816094.0
Y15-64,F,ES,1990,12904863.0
Y15-64,F,ES,1991,12994055.0
Y15-64,F,ES,1992,13126868.0
Y15-64,F,ES,1993,13264155.0
Y15-64,F,ES,1994,13387230.0
Y15-64,F,ES,1995,13499064.0
Y15-64,F,ES,1996,13590184.0
Y15-64,F,ES,1997,13675804.0
Y15-64,F,ES,1998,13742933.0
Y15-64,F,ES,1999,13795490.0
Y15-64,F,ES,2000,13849877.0
Y15-64,F,ES,2001,13896914.0
Y15-64,F,ES,2002,13982980.0
Y15-64,F,ES,2003,14238115.0
Y15-64,F,ES,2004,14491922.0
Y15-64,F,ES,2005,14767668.0
Y15-64,F,ES,2006,14958728.0
Y15-64,F,ES,2007,15219571.0
Y15-64,F,ES,2008,15503631.0
Y15-64,F,ES,2009,15633836.0
Y15-64,F,ES,2010,15653144.0
Y15-64,F,ES,2011,15637867.0
Y15-64,F,ES,2012,15634400.0
Y15-64,F,ES,2013,15551689.0
Y15-64,F,ES,2014,15394676.0
Y15-64,F,ES,2015,15313549.0
Y15-64,F,ES,2016,15283330.0
Y15-64,F,ES,2017,15287797.0
Y15-64,F,ES,2018,15314959.0
Y15-64,F,ES,2019,15414969.0
Y15-64,F,ES,2020,15560507.0
Y15-64,F,ES,2021,15601317.0
Y15-64,F,ES,2022,15606158.0
Y15-64,F,ES,2023,15872765.0
Y15-64,F,EU27_2020,2001,144688024.0
Y15-64,F,EU27_2020,2002,144680590.0
Y15-64,F,EU27_2020,2003,145160776.0
Y15-64,F,EU27_2020,2004,145729577.0
Y15-64,F,EU27_2020,2005,146168704.0
Y15-64,F,EU27_2020,2006,146467750.0
Y15-64,F,EU27_2020,2007,146850461.0
Y15-64,F,EU27_2020,2008,147310493.0
Y15-64,F,EU27_2020,2009,147511860.0
Y15-64,F,EU27_2020,2010,147347081.0
Y15-64,F,EU27_2020,2011,147019802.0
Y15-64,F,EU27_2020,2012,146720900.0
Y15-64,F,EU27_2020,2013,146319537.0
Y15-64,F,EU27_2020,2014,146141050.0
Y15-64,F,EU27_2020,2015,145638542.0
Y15-64,F,EU27_2020,2016,145261855.0
Y15-64,F,EU27_2020,2017,144751303.0
Y15-64,F,EU27_2020,2018,144287063.0
Y15-64,F,EU27_2020,2019,143735342.0
Y15-64,F,EU27_2020,2020,143392379.0
Y15-64,F,EU27_2020,2021,142707859.0
Y15-64,F,EU27_2020,2022,142168349.0
Y15-64,F,EU27_2020,2023,142548799.0
Y15-64,F,FI,1960,1425064.0
Y15-64,F,FI,1961,1441739.0
Y15-64,F,FI,1962,1462289.0
Y15-64,F,FI,1963,1484444.0
Y15-64,F,FI,1964,1504457.0
Y15-64,F,FI,1965,1517147.0
Y15-64,F,FI,1966,1527918.0
Y15-64,F,FI,1967,1539598.0
Y15-64,F,FI,1968,1554872.0
Y15-64,F,FI,1969,1564001.0
Y15-64,F,FI,1970,1560433.0
Y15-64,F,FI,1971,1561812.0
Y15-64,F,FI,1972,1577136.0
Y15-64,F,FI,1973,1589250.0
Y15-64,F,FI,1974,1599800.0
Y15-64,F,FI,1975,1607714.0
Y15-64,F,FI,1976,1613023.0
Y15-64,F,FI,1977,1615388.0
Y15-64,F,FI,1978,1616491.0
Y15-64,F,FI,1979,1620656.0
Y15-64,F,FI,1980,1625004.0
Y15-64,F,FI,1981,1631327.0
Y15-64,F,FI,1982,1641009.0
Y15-64,F,FI,1983,1650217.0
Y15-64,F,FI,1984,1658309.0
Y15-64,F,FI,1985,1666964.0
Y15-64,F,FI,1986,1667069.0
Y15-64,F,FI,1987,1666436.0
Y15-64,F,FI,1988,1664881.0
Y15-64,F,FI,1989,1661485.0
Y15-64,F,FI,1990,1663420.0
Y15-64,F,FI,1991,1667229.0
Y15-64,F,FI,1992,1674394.0
Y15-64,F,FI,1993,1679879.0
Y15-64,F,FI,1994,1683947.0
Y15-64,F,FI,1995,1686160.0
Y15-64,F,FI,1996,1688499.0
Y15-64,F,FI,1997,1692529.0
Y15-64,F,FI,1998,1698471.0
Y15-64,F,FI,1999,1706568.0
Y15-64,F,FI,2000,1712030.0
Y15-64,F,FI,2001,1715442.0
Y15-64,F,FI,2002,1719292.0
Y15-64,F,FI,2003,1721474.0
Y15-64,F,FI,2004,1724446.0
Y15-64,F,FI,2005,1726572.0
Y15-64,F,FI,2006,1734746.0
Y15-64,F,FI,2007,1734452.0
Y15-64,F,FI,2008,1746060.0
Y15-64,F,FI,2009,1751909.0
Y15-64,F,FI,2010,1756754.0
Y15-64,F,FI,2011,1753497.0
Y15-64,F,FI,2012,1745957.0
Y15-64,F,FI,2013,1737792.0
Y15-64,F,FI,2014,1728563.0
Y15-64,F,FI,2015,1720336.0
Y15-64,F,FI,2016,1711395.0
Y15-64,F,FI,2017,1704557.0
Y15-64,F,FI,2018,1694974.0
Y15-64,F,FI,2019,1687574.0
Y15-64,F,FI,2020,1681650.0
Y15-64,F,FI,2021,1677584.0
Y15-64,F,FI,2022,1675552.0
Y15-64,F,FI,2023,1678986.0
Y15-64,F,FR,1991,19215876.0
Y15-64,F,FR,1992,19260308.0
Y15-64,F,FR,1993,19324038.0
Y15-64,F,FR,1994,19378056.0
Y15-64,F,FR,1995,19436145.0
Y15-64,F,FR,1996,19499908.0
Y15-64,F,FR,1997,19566895.0
Y15-64,F,FR,1998,19634246.0
Y15-64,F,FR,1999,19696478.0
Y15-64,F,FR,2000,19816331.0
Y15-64,F,FR,2001,19956724.0
Y15-64,F,FR,2002,20110075.0
Y15-64,F,FR,2003,20271892.0
Y15-64,F,FR,2004,20440541.0
Y15-64,F,FR,2005,20612795.0
Y15-64,F,FR,2006,20793130.0
Y15-64,F,FR,2007,20948057.0
Y15-64,F,FR,2008,21067183.0
Y15-64,F,FR,2009,21139417.0
Y15-64,F,FR,2010,21197002.0
Y15-64,F,FR,2011,21262074.0
Y15-64,F,FR,2012,21233966.0
Y15-64,F,FR,2013,21198030.0
Y15-64,F,FR,2014,21243883.0
Y15-64,F,FR,2015,21217914.0
Y15-64,F,FR,2016,21184874.0
Y15-64,F,FR,2017,21144468.0
Y15-64,F,FR,2018,21135343.0
Y15-64,F,FR,2019,21108499.0
Y15-64,F,FR,2020,21076715.0
Y15-64,F,FR,2021,21134666.0
Y15-64,F,FR,2022,21157400.0
Y15-64,F,FR,2023,21215431.0
Y15-64,F,GE,2006,1541446.0
Y15-64,F,GE,2007,1546928.0
Y15-64,F,GE,2008,1547634.0
Y15-64,F,GE,2009,1559536.0
Y15-64,F,GE,2010,1583084.0
Y15-64,F,GE,2011,1598817.0
Y15-64,F,GE,2012,1610642.0
Y15-64,F,GE,2014,1595098.0
Y15-64,F,GE,2015,1320700.0
Y15-64,F,GE,2016,1270500.0
Y15-64,F,GE,2017,1256500.0
Y15-64,F,GE,2018,1242022.0
Y15-64,F,GE,2019,1227349.0
Y15-64,F,GE,2020,1213060.0
Y15-64,F,GE,2021,1210561.0
Y15-64,F,GE,2022,1193810.0
Y15-64,F,GE,2023,1207539.0
Y15-64,F,HR,2001,1449824.0
Y15-64,F,HR,2002,1449630.0
Y15-64,F,HR,2003,1447025.0
Y15-64,F,HR,2004,1446223.0
Y15-64,F,HR,2005,1445788.0
Y15-64,F,HR,2006,1444338.0
Y15-64,F,HR,2007,1443784.0
Y15-64,F,HR,2008,1440039.0
Y15-64,F,HR,2009,1438984.0
Y15-64,F,HR,2010,1438290.0
Y15-64,F,HR,2011,1438394.0
Y15-64,F,HR,2012,1433621.0
Y15-64,F,HR,2013,1426272.0
Y15-64,F,HR,2014,1417578.0
Y15-64,F,HR,2015,1403871.0
Y15-64,F,HR,2016,1386485.0
Y15-64,F,HR,2017,1367649.0
Y15-64,F,HR,2018,1342503.0
Y15-64,F,HR,2019,1319966.0
Y15-64,F,HR,2020,1299548.0
Y15-64,F,HR,2021,1282725.0
Y15-64,F,HR,2022,1224194.0
Y15-64,F,HR,2023,1211426.0
Y15-64,F,HU,1960,3400940.0
Y15-64,F,HU,1961,3409441.0
Y15-64,F,HU,1962,3417190.0
Y15-64,F,HU,1963,3432637.0
Y15-64,F,HU,1964,3451239.0
Y15-64,F,HU,1965,3470728.0
Y15-64,F,HU,1966,3488134.0
Y15-64,F,HU,1967,3507896.0
Y15-64,F,HU,1968,3522922.0
Y15-64,F,HU,1969,3547706.0
Y15-64,F,HU,1970,3569498.0
Y15-64,F,HU,1971,3597315.0
Y15-64,F,HU,1972,3613666.0
Y15-64,F,HU,1973,3617016.0
Y15-64,F,HU,1974,3614814.0
Y15-64,F,HU,1975,3607927.0
Y15-64,F,HU,1976,3598076.0
Y15-64,F,HU,1977,3587098.0
Y15-64,F,HU,1978,3567539.0
Y15-64,F,HU,1979,3551662.0
Y15-64,F,HU,1980,3522820.0
Y15-64,F,HU,1981,3526859.0
Y15-64,F,HU,1982,3543548.0
Y15-64,F,HU,1983,3566755.0
Y15-64,F,HU,1984,3591950.0
Y15-64,F,HU,1985,3590179.0
Y15-64,F,HU,1986,3579555.0
Y15-64,F,HU,1987,3567505.0
Y15-64,F,HU,1988,3556078.0
Y15-64,F,HU,1989,3550151.0
Y15-64,F,HU,1990,3503339.0
Y15-64,F,HU,1991,3522105.0
Y15-64,F,HU,1992,3536550.0
Y15-64,F,HU,1993,3550746.0
Y15-64,F,HU,1994,3557598.0
Y15-64,F,HU,1995,3563514.0
Y15-64,F,HU,1996,3562647.0
Y15-64,F,HU,1997,3563820.0
Y15-64,F,HU,1998,3559732.0
Y15-64,F,HU,1999,3555241.0
Y15-64,F,HU,2000,3551870.0
Y15-64,F,HU,2001,3552231.0
Y15-64,F,HU,2002,3549806.0
Y15-64,F,HU,2003,3541760.0
Y15-64,F,HU,2004,3536933.0
Y15-64,F,HU,2005,3533435.0
Y15-64,F,HU,2006,3525440.0
Y15-64,F,HU,2007,3522905.0
Y15-64,F,HU,2008,3509776.0
Y15-64,F,HU,2009,3500066.0
Y15-64,F,HU,2010,3483110.0
Y15-64,F,HU,2011,3472528.0
Y15-64,F,HU,2012,3448546.0
Y15-64,F,HU,2013,3425479.0
Y15-64,F,HU,2014,3393219.0
Y15-64,F,HU,2015,3360851.0
Y15-64,F,HU,2016,3327559.0
Y15-64,F,HU,2017,3290413.0
Y15-64,F,HU,2018,3262750.0
Y15-64,F,HU,2019,3232282.0
Y15-64,F,HU,2020,3196393.0
Y15-64,F,HU,2021,3157557.0
Y15-64,F,HU,2022,3129746.0
Y15-64,F,HU,2023,3085341.0
Y15-64,F,IE,1960,815000.0
Y15-64,F,IE,1961,808800.0
Y15-64,F,IE,1962,809000.0
Y15-64,F,IE,1963,813100.0
Y15-64,F,IE,1964,815800.0
Y15-64,F,IE,1965,818400.0
Y15-64,F,IE,1966,820400.0
Y15-64,F,IE,1967,824000.0
Y15-64,F,IE,1968,827600.0
Y15-64,F,IE,1969,831300.0
Y15-64,F,IE,1970,837700.0
Y15-64,F,IE,1971,845600.0
Y15-64,F,IE,1972,858900.0
Y15-64,F,IE,1973,874300.0
Y15-64,F,IE,1974,890500.0
Y15-64,F,IE,1975,907100.0
Y15-64,F,IE,1976,923700.0
Y15-64,F,IE,1977,938700.0
Y15-64,F,IE,1978,952900.0
Y15-64,F,IE,1979,969200.0
Y15-64,F,IE,1980,983117.0
Y15-64,F,IE,1981,998000.0
Y15-64,F,IE,1982,1011700.0
Y15-64,F,IE,1983,1024400.0
Y15-64,F,IE,1984,1038000.0
Y15-64,F,IE,1985,1048939.0
Y15-64,F,IE,1986,1062400.0
Y15-64,F,IE,1987,1061943.0
Y15-64,F,IE,1988,1065420.0
Y15-64,F,IE,1989,1066505.0
Y15-64,F,IE,1990,1070364.0
Y15-64,F,IE,1991,1081990.0
Y15-64,F,IE,1992,1097995.0
Y15-64,F,IE,1993,1113573.0
Y15-64,F,IE,1994,1128981.0
Y15-64,F,IE,1995,1146541.0
Y15-64,F,IE,1996,1166247.0
Y15-64,F,IE,1997,1189651.0
Y15-64,F,IE,1998,1212488.0
Y15-64,F,IE,1999,1233689.0
Y15-64,F,IE,2000,1256430.0
Y15-64,F,IE,2001,1281350.0
Y15-64,F,IE,2002,1312534.0
Y15-64,F,IE,2003,1339943.0
Y15-64,F,IE,2004,1363511.0
Y15-64,F,IE,2005,1391940.0
Y15-64,F,IE,2006,1427011.0
Y15-64,F,IE,2007,1478323.0
Y15-64,F,IE,2008,1522277.0
Y15-64,F,IE,2009,1541326.0
Y15-64,F,IE,2010,1543874.0
Y15-64,F,IE,2011,1539528.0
Y15-64,F,IE,2012,1537330.0
Y15-64,F,IE,2013,1535722.0
Y15-64,F,IE,2014,1539735.0
Y15-64,F,IE,2015,1549872.0
Y15-64,F,IE,2016,1562020.0
Y15-64,F,IE,2017,1578922.0
Y15-64,F,IE,2018,1590950.0
Y15-64,F,IE,2019,1616090.0
Y15-64,F,IE,2020,1635945.0
Y15-64,F,IE,2021,1648774.0
Y15-64,F,IE,2022,1667162.0
Y15-64,F,IE,2023,1745101.0
Y15-64,F,IS,1960,49081.0
Y15-64,F,IS,1961,49772.0
Y15-64,F,IS,1962,50554.0
Y15-64,F,IS,1963,51434.0
Y15-64,F,IS,1964,52492.0
Y15-64,F,IS,1965,53472.0
Y15-64,F,IS,1966,54472.0
Y15-64,F,IS,1967,55653.0
Y15-64,F,IS,1968,56657.0
Y15-64,F,IS,1969,57726.0
Y15-64,F,IS,1970,58454.0
Y15-64,F,IS,1971,59147.0
Y15-64,F,IS,1972,60356.0
Y15-64,F,IS,1973,61753.0
Y15-64,F,IS,1974,62922.0
Y15-64,F,IS,1975,64273.0
Y15-64,F,IS,1976,65657.0
Y15-64,F,IS,1977,66531.0
Y15-64,F,IS,1978,67462.0
Y15-64,F,IS,1979,68504.0
Y15-64,F,IS,1980,69596.0
Y15-64,F,IS,1981,70610.0
Y15-64,F,IS,1982,71958.0
Y15-64,F,IS,1983,73230.0
Y15-64,F,IS,1984,74239.0
Y15-64,F,IS,1985,75202.0
Y15-64,F,IS,1986,75870.0
Y15-64,F,IS,1987,76675.0
Y15-64,F,IS,1988,78193.0
Y15-64,F,IS,1989,79863.0
Y15-64,F,IS,1990,80448.0
Y15-64,F,IS,1991,81117.0
Y15-64,F,IS,1992,82540.0
Y15-64,F,IS,1993,83199.0
Y15-64,F,IS,1994,83981.0
Y15-64,F,IS,1995,84743.0
Y15-64,F,IS,1996,85262.0
Y15-64,F,IS,1997,86046.0
Y15-64,F,IS,1998,87106.0
Y15-64,F,IS,1999,88483.0
Y15-64,F,IS,2000,89758.0
Y15-64,F,IS,2001,91312.0
Y15-64,F,IS,2002,92425.0
Y15-64,F,IS,2003,93246.0
Y15-64,F,IS,2004,94256.0
Y15-64,F,IS,2005,95413.0
Y15-64,F,IS,2006,97506.0
Y15-64,F,IS,2007,99534.0
Y15-64,F,IS,2008,102327.0
Y15-64,F,IS,2009,104483.0
Y15-64,F,IS,2010,104521.0
Y15-64,F,IS,2011,104688.0
Y15-64,F,IS,2012,105131.0
Y15-64,F,IS,2013,105650.0
Y15-64,F,IS,2014,106645.0
Y15-64,F,IS,2015,107489.0
Y15-64,F,IS,2016,108438.0
Y15-64,F,IS,2017,109612.0
Y15-64,F,IS,2018,112257.0
Y15-64,F,IS,2019,114655.0
Y15-64,F,IS,2020,116697.0
Y15-64,F,IS,2021,117979.0
Y15-64,F,IS,2022,120085.0
Y15-64,F,IS,2023,123527.0
Y15-64,F,IT,1960,16831800.0
Y15-64,F,IT,1961,16880200.0
Y15-64,F,IT,1962,16990200.0
Y15-64,F,IT,1963,17118900.0
Y15-64,F,IT,1964,17250100.0
Y15-64,F,IT,1965,17349800.0
Y15-64,F,IT,1966,17430700.0
Y15-64,F,IT,1967,17488400.0
Y15-64,F,IT,1968,17529100.0
Y15-64,F,IT,1969,17574600.0
Y15-64,F,IT,1970,17609000.0
Y15-64,F,IT,1971,17643200.0
Y15-64,F,IT,1972,17670028.0
Y15-64,F,IT,1973,17745322.0
Y15-64,F,IT,1974,17799681.0
Y15-64,F,IT,1975,17874793.0
Y15-64,F,IT,1976,17963565.0
Y15-64,F,IT,1977,18058688.0
Y15-64,F,IT,1978,18148868.0
Y15-64,F,IT,1979,18257037.0
Y15-64,F,IT,1980,18398080.0
Y15-64,F,IT,1981,18542827.0
Y15-64,F,IT,1982,18746457.0
Y15-64,F,IT,1983,18947502.0
Y15-64,F,IT,1984,19152593.0
Y15-64,F,IT,1985,19319556.0
Y15-64,F,IT,1986,19358129.0
Y15-64,F,IT,1987,19408993.0
Y15-64,F,IT,1988,19454030.0
Y15-64,F,IT,1989,19502413.0
Y15-64,F,IT,1990,19558732.0
Y15-64,F,IT,1991,19600637.0
Y15-64,F,IT,1992,19743389.0
Y15-64,F,IT,1993,19717456.0
Y15-64,F,IT,1994,19688468.0
Y15-64,F,IT,1995,19642278.0
Y15-64,F,IT,1996,19560726.0
Y15-64,F,IT,1997,19500989.0
Y15-64,F,IT,1998,19448964.0
Y15-64,F,IT,1999,19387522.0
Y15-64,F,IT,2000,19320692.0
Y15-64,F,IT,2001,19254355.0
Y15-64,F,IT,2002,19192478.0
Y15-64,F,IT,2003,19150468.0
Y15-64,F,IT,2004,19223055.0
Y15-64,F,IT,2005,19251800.0
Y15-64,F,IT,2006,19220442.0
Y15-64,F,IT,2007,19212208.0
Y15-64,F,IT,2008,19354290.0
Y15-64,F,IT,2009,19454853.0
Y15-64,F,IT,2010,19501483.0
Y15-64,F,IT,2011,19567814.0
Y15-64,F,IT,2012,19487519.0
Y15-64,F,IT,2013,19478721.0
Y15-64,F,IT,2014,19753245.0
Y15-64,F,IT,2015,19682310.0
Y15-64,F,IT,2016,19582411.0
Y15-64,F,IT,2017,19491523.0
Y15-64,F,IT,2018,19405267.0
Y15-64,F,IT,2019,19125766.0
Y15-64,F,IT,2020,19025113.0
Y15-64,F,IT,2021,18813824.0
Y15-64,F,IT,2022,18685189.0
Y15-64,F,IT,2023,18670234.0
Y15-64,F,LI,1960,5329.0
Y15-64,F,LI,1961,5380.0
Y15-64,F,LI,1962,5506.0
Y15-64,F,LI,1963,5771.0
Y15-64,F,LI,1964,5934.0
Y15-64,F,LI,1965,6097.0
Y15-64,F,LI,1966,6252.0
Y15-64,F,LI,1967,6425.0
Y15-64,F,LI,1968,6643.0
Y15-64,F,LI,1969,6865.0
Y15-64,F,LI,1971,6805.0
Y15-64,F,LI,1973,7293.0
Y15-64,F,LI,1974,7543.0
Y15-64,F,LI,1975,7685.0
Y15-64,F,LI,1976,7858.0
Y15-64,F,LI,1977,8001.0
Y15-64,F,LI,1978,8218.0
Y15-64,F,LI,1979,8501.0
Y15-64,F,LI,1980,8669.0
Y15-64,F,LI,1981,8463.0
Y15-64,F,LI,1982,8952.0
Y15-64,F,LI,1983,9123.0
Y15-64,F,LI,1984,9306.0
Y15-64,F,LI,1985,9413.0
Y15-64,F,LI,1986,9599.0
Y15-64,F,LI,1987,9712.0
Y15-64,F,LI,1988,9840.0
Y15-64,F,LI,1989,10029.0
Y15-64,F,LI,1990,10110.0
Y15-64,F,LI,1991,10151.0
Y15-64,F,LI,1992,10431.0
Y15-64,F,LI,1993,10607.0
Y15-64,F,LI,1994,10726.0
Y15-64,F,LI,1995,10786.0
Y15-64,F,LI,1996,11011.0
Y15-64,F,LI,1997,11131.0
Y15-64,F,LI,1998,11253.0
Y15-64,F,LI,1999,11402.0
Y15-64,F,LI,2000,11581.0
Y15-64,F,LI,2001,11726.0
Y15-64,F,LI,2002,11943.0
Y15-64,F,LI,2003,12033.0
Y15-64,F,LI,2004,12173.0
Y15-64,F,LI,2005,12263.0
Y15-64,F,LI,2006,12354.0
Y15-64,F,LI,2007,12423.0
Y15-64,F,LI,2008,12463.0
Y15-64,F,LI,2009,12525.0
Y15-64,F,LI,2010,12516.0
Y15-64,F,LI,2011,12638.0
Y15-64,F,LI,2012,12710.0
Y15-64,F,LI,2013,12795.0
Y15-64,F,LI,2014,12850.0
Y15-64,F,LI,2015,12886.0
Y15-64,F,LI,2016,12949.0
Y15-64,F,LI,2017,12935.0
Y15-64,F,LI,2018,12967.0
Y15-64,F,LI,2019,12984.0
Y15-64,F,LI,2020,13035.0
Y15-64,F,LI,2021,13087.0
Y15-64,F,LI,2022,13073.0
Y15-64,F,LI,2023,13097.0
Y15-64,F,LT,1970,1045131.0
Y15-64,F,LT,1971,1062767.0
Y15-64,F,LT,1972,1071854.0
Y15-64,F,LT,1973,1082617.0
Y15-64,F,LT,1974,1094922.0
Y15-64,F,LT,1975,1106896.0
Y15-64,F,LT,1976,1119019.0
Y15-64,F,LT,1977,1132635.0
Y15-64,F,LT,1978,1144072.0
Y15-64,F,LT,1979,1155949.0
Y15-64,F,LT,1980,1165292.0
Y15-64,F,LT,1981,1176891.0
Y15-64,F,LT,1982,1190566.0
Y15-64,F,LT,1983,1206387.0
Y15-64,F,LT,1984,1221268.0
Y15-64,F,LT,1985,1232877.0
Y15-64,F,LT,1986,1243844.0
Y15-64,F,LT,1987,1255065.0
Y15-64,F,LT,1988,1263869.0
Y15-64,F,LT,1989,1271859.0
Y15-64,F,LT,1990,1274704.0
Y15-64,F,LT,1991,1272534.0
Y15-64,F,LT,1992,1269123.0
Y15-64,F,LT,1993,1260519.0
Y15-64,F,LT,1994,1250752.0
Y15-64,F,LT,1995,1242440.0
Y15-64,F,LT,1996,1232863.0
Y15-64,F,LT,1997,1224209.0
Y15-64,F,LT,1998,1215190.0
Y15-64,F,LT,1999,1208614.0
Y15-64,F,LT,2000,1203923.0
Y15-64,F,LT,2001,1203550.0
Y15-64,F,LT,2002,1194232.0
Y15-64,F,LT,2003,1189758.0
Y15-64,F,LT,2004,1178712.0
Y15-64,F,LT,2005,1164542.0
Y15-64,F,LT,2006,1143873.0
Y15-64,F,LT,2007,1133852.0
Y15-64,F,LT,2008,1123481.0
Y15-64,F,LT,2009,1114898.0
Y15-64,F,LT,2010,1102816.0
Y15-64,F,LT,2011,1063308.0
Y15-64,F,LT,2012,1044038.0
Y15-64,F,LT,2013,1030786.0
Y15-64,F,LT,2014,1017490.0
Y15-64,F,LT,2015,1004304.0
Y15-64,F,LT,2016,988316.0
Y15-64,F,LT,2017,964962.0
Y15-64,F,LT,2018,940315.0
Y15-64,F,LT,2019,926797.0
Y15-64,F,LT,2020,915802.0
Y15-64,F,LT,2021,907879.0
Y15-64,F,LT,2022,931316.0
Y15-64,F,LT,2023,942442.0
Y15-64,F,LU,1960,106858.0
Y15-64,F,LU,1961,107486.0
Y15-64,F,LU,1965,108949.0
Y15-64,F,LU,1967,110713.0
Y15-64,F,LU,1968,110580.0
Y15-64,F,LU,1969,110840.0
Y15-64,F,LU,1970,111315.0
Y15-64,F,LU,1971,111537.0
Y15-64,F,LU,1972,113133.0
Y15-64,F,LU,1973,114300.0
Y15-64,F,LU,1974,115781.0
Y15-64,F,LU,1975,117417.0
Y15-64,F,LU,1976,118902.0
Y15-64,F,LU,1977,120017.0
Y15-64,F,LU,1978,120990.0
Y15-64,F,LU,1979,121767.0
Y15-64,F,LU,1980,122007.0
Y15-64,F,LU,1981,123382.0
Y15-64,F,LU,1982,124925.0
Y15-64,F,LU,1983,125834.0
Y15-64,F,LU,1984,126907.0
Y15-64,F,LU,1985,127572.0
Y15-64,F,LU,1986,128025.0
Y15-64,F,LU,1987,128764.0
Y15-64,F,LU,1988,129248.0
Y15-64,F,LU,1989,129382.0
Y15-64,F,LU,1990,129907.0
Y15-64,F,LU,1991,130668.0
Y15-64,F,LU,1992,131580.0
Y15-64,F,LU,1993,132713.0
Y15-64,F,LU,1994,133967.0
Y15-64,F,LU,1995,135255.0
Y15-64,F,LU,1996,136855.0
Y15-64,F,LU,1997,138145.0
Y15-64,F,LU,1998,139607.0
Y15-64,F,LU,1999,140931.0
Y15-64,F,LU,2000,142567.0
Y15-64,F,LU,2001,145720.0
Y15-64,F,LU,2002,147379.0
Y15-64,F,LU,2003,148805.0
Y15-64,F,LU,2004,151197.0
Y15-64,F,LU,2005,153094.0
Y15-64,F,LU,2006,156196.0
Y15-64,F,LU,2007,158889.0
Y15-64,F,LU,2008,162002.0
Y15-64,F,LU,2009,165617.0
Y15-64,F,LU,2010,169059.0
Y15-64,F,LU,2011,172648.0
Y15-64,F,LU,2012,177614.0
Y15-64,F,LU,2013,181865.0
Y15-64,F,LU,2014,186111.0
Y15-64,F,LU,2015,190843.0
Y15-64,F,LU,2016,195413.0
Y15-64,F,LU,2017,201090.0
Y15-64,F,LU,2018,204833.0
Y15-64,F,LU,2019,208654.0
Y15-64,F,LU,2020,212692.0
Y15-64,F,LU,2021,215051.0
Y15-64,F,LU,2022,218159.0
Y15-64,F,LU,2023,223620.0
Y15-64,F,LV,1970,839352.0
Y15-64,F,LV,1971,844086.0
Y15-64,F,LV,1972,845852.0
Y15-64,F,LV,1973,849903.0
Y15-64,F,LV,1974,857021.0
Y15-64,F,LV,1975,862770.0
Y15-64,F,LV,1976,868178.0
Y15-64,F,LV,1977,873143.0
Y15-64,F,LV,1978,877776.0
Y15-64,F,LV,1979,882270.0
Y15-64,F,LV,1980,883604.0
Y15-64,F,LV,1981,886631.0
Y15-64,F,LV,1982,892566.0
Y15-64,F,LV,1983,899923.0
Y15-64,F,LV,1984,904524.0
Y15-64,F,LV,1985,909699.0
Y15-64,F,LV,1986,915618.0
Y15-64,F,LV,1987,921678.0
Y15-64,F,LV,1988,927247.0
Y15-64,F,LV,1989,929771.0
Y15-64,F,LV,1990,928888.0
Y15-64,F,LV,1991,924726.0
Y15-64,F,LV,1992,907492.0
Y15-64,F,LV,1993,886021.0
Y15-64,F,LV,1994,870430.0
Y15-64,F,LV,1995,857716.0
Y15-64,F,LV,1996,848757.0
Y15-64,F,LV,1997,842328.0
Y15-64,F,LV,1998,836465.0
Y15-64,F,LV,1999,834743.0
Y15-64,F,LV,2000,834987.0
Y15-64,F,LV,2001,828827.0
Y15-64,F,LV,2002,821623.0
Y15-64,F,LV,2003,817003.0
Y15-64,F,LV,2004,809512.0
Y15-64,F,LV,2005,800059.0
Y15-64,F,LV,2006,791842.0
Y15-64,F,LV,2007,782538.0
Y15-64,F,LV,2008,774532.0
Y15-64,F,LV,2009,761271.0
Y15-64,F,LV,2010,743307.0
Y15-64,F,LV,2011,724906.0
Y15-64,F,LV,2012,710432.0
Y15-64,F,LV,2013,697928.0
Y15-64,F,LV,2014,683386.0
